id,cltv
89632,47759.36456699192
89633,108820.14500591303
89634,122654.31276744168
89635,123850.89694129326
89636,129667.33460335614
89637,47329.03544753269
89638,97053.67781556136
89639,113728.82612376958
89640,118282.21061023089
89641,52058.51912734205
89642,49051.5050709856
89643,88213.84615172574
89644,126727.20846936878
89645,123825.37884445666
89646,138479.0052294972
89647,47448.32190538735
89648,47206.032643934916
89649,109533.10783674456
89650,112059.77325067905
89651,85378.35756657657
89652,101585.42429062648
89653,111520.58429062991
89654,111702.60651339081
89655,142327.334862346
89656,105171.95734676125
89657,45872.73490178782
89658,137956.14702266705
89659,131557.86909047852
89660,119492.49876411373
89661,101898.6298093695
89662,129777.71219851368
89663,53487.65330402453
89664,50342.47795857524
89665,92967.7471704935
89666,48145.8806644272
89667,51127.10791521633
89668,143341.31063474773
89669,108689.79996453808
89670,144639.4789390576
89671,112535.97605325667
89672,122342.49213126466
89673,53824.008364583206
89674,138118.3879983148
89675,110312.97631915745
89676,50085.996082980084
89677,51596.0192786931
89678,125163.68014387843
89679,132884.48178560575
89680,47196.23905597661
89681,117929.18168891182
89682,48378.78688152449
89683,125894.9157381716
89684,91126.0944280753
89685,115078.01415846955
89686,53642.97482225702
89687,49051.5050709856
89688,120128.35267347228
89689,51578.18368742711
89690,112272.50777453982
89691,53470.45117840175
89692,115942.37189154871
89693,134591.67354937922
89694,111477.86419188177
89695,119832.522677982
89696,110253.75445749817
89697,65491.29158148526
89698,119894.59186613472
89699,48058.03089750113
89700,45896.88489045569
89701,89069.17840934692
89702,145048.37451470175
89703,47559.86235843128
89704,142586.26486504858
89705,125703.12343419145
89706,104840.85836270842
89707,51094.84424232989
89708,130680.35359640224
89709,53855.72076158824
89710,106424.13683583491
89711,119140.48191755738
89712,118344.48230257642
89713,106574.02936947398
89714,147610.1380532591
89715,145746.91370991105
89716,45297.63408385923
89717,156194.43824790991
89718,98824.70711219536
89719,117225.51655831243
89720,74163.50877792254
89721,135371.6616623809
89722,45413.1291566477
89723,90276.64452264461
89724,89362.88919626342
89725,121021.0996007119
89726,48382.02602215379
89727,47846.588421812805
89728,54214.54111844508
89729,156492.10066545167
89730,93361.50582677683
89731,155857.51179592992
89732,49566.75004506303
89733,130829.86711037924
89734,113313.7755039378
89735,133094.170780588
89736,89125.08216983054
89737,130433.96891242647
89738,47297.44968559677
89739,47882.51944232121
89740,124798.3193520972
89741,108415.83691168064
89742,122841.24647189485
89743,110485.23508511265
89744,44876.38264337892
89745,123694.95745225612
89746,47940.58325783607
89747,123724.95213695058
89748,113234.15005561279
89749,60103.56239828618
89750,112534.49989331407
89751,110861.92910602744
89752,45506.96528404743
89753,121879.08059030012
89754,120873.3020411497
89755,122998.23565145764
89756,46891.23778682059
89757,144441.99478837894
89758,119544.7033276587
89759,126333.5288076769
89760,51842.14843233937
89761,127214.0971298697
89762,118338.3475769589
89763,111085.50941990144
89764,98539.85055330148
89765,121962.5833913452
89766,140941.82712194766
89767,144061.85021927767
89768,97366.29204230255
89769,114920.46295675062
89770,67064.60902874463
89771,120298.37431546982
89772,111695.15186556231
89773,110393.99306401965
89774,139650.43381801352
89775,127895.41952632923
89776,121555.90742197107
89777,100935.84160441128
89778,180067.94191118365
89779,45188.93930608736
89780,54037.455973269716
89781,109441.23355781668
89782,96485.12877521892
89783,137303.85842634947
89784,85256.1033188357
89785,102746.09218270687
89786,120967.80386116127
89787,112843.40963876124
89788,153190.6404100301
89789,54226.42771165952
89790,123694.95745225612
89791,53210.918753344275
89792,108922.34085263067
89793,157917.52972482942
89794,154169.65679737675
89795,103459.2136833978
89796,51202.80981946717
89797,118249.15597223991
89798,46690.795984802724
89799,49771.35691213749
89800,117748.17602716405
89801,102051.39602454565
89802,140784.80054595228
89803,131431.57284725714
89804,118535.2385043148
89805,112299.27498170073
89806,126153.08463868208
89807,106753.20632983503
89808,46186.06893486848
89809,131431.57284725714
89810,108466.1840118847
89811,94584.45757382113
89812,49541.866928894124
89813,47572.27181655832
89814,48792.699189557374
89815,73486.28402981881
89816,145607.86188428398
89817,126898.77644559368
89818,52042.23821632036
89819,115111.97820630729
89820,49117.48218134233
89821,47397.014060812005
89822,48841.18105683946
89823,45302.03391331449
89824,116577.95467876687
89825,49542.35437473446
89826,119523.28217252427
89827,115694.27096835157
89828,130204.12283936731
89829,108882.01440868099
89830,49072.89755906435
89831,136118.54178117536
89832,101871.35916105175
89833,57756.64906119632
89834,112883.44969997588
89835,50420.632605761144
89836,115850.51724390047
89837,98290.10512658439
89838,46136.389941304355
89839,115731.08167874164
89840,129008.48978758798
89841,46241.666235266515
89842,62758.24290677754
89843,130957.83028868854
89844,46948.10360507702
89845,45897.795170666475
89846,115182.7201551295
89847,89110.47020976407
89848,45196.88854007948
89849,51973.33121576333
89850,51541.68310893969
89851,127988.64687699228
89852,119804.1239401206
89853,145241.59105692466
89854,129131.98972834846
89855,116046.82627229116
89856,145939.76264432946
89857,48605.273707495624
89858,101749.9524009267
89859,88464.92754511468
89860,49391.385208467196
89861,147798.36578666023
89862,119678.65472917308
89863,109866.81318070387
89864,83858.18353424864
89865,47033.57624225678
89866,129915.38295715403
89867,146843.92628365185
89868,49239.23226757764
89869,99188.39548397445
89870,173783.4778416786
89871,54083.51471870042
89872,115152.01606912739
89873,164501.84130468484
89874,91684.57570082249
89875,107746.29792820362
89876,121608.48858125924
89877,66444.43450634541
89878,50243.46750055607
89879,44876.38264337892
89880,43500.57130278367
89881,138277.34751815474
89882,142909.4078850124
89883,106044.02007583214
89884,115589.1979830547
89885,115361.73190585157
89886,99599.04863286635
89887,125128.57833331976
89888,131634.62606832228
89889,158673.6345234063
89890,93704.26030519919
89891,128393.46546161106
89892,48468.932012291465
89893,107463.80581226002
89894,45715.29294276553
89895,54523.413110325106
89896,113848.61029450674
89897,111165.50884604335
89898,54392.85691632957
89899,135097.4177556569
89900,84593.69102911674
89901,102260.26711090378
89902,129149.1376023595
89903,124762.53216648534
89904,82914.13818300614
89905,56675.84729475282
89906,138803.21444134013
89907,97910.63501249725
89908,46443.75594940032
89909,121661.59605488273
89910,129140.3769850347
89911,104272.74064324563
89912,102562.78011062695
89913,59206.82299352232
89914,106026.48954957855
89915,130624.75316946002
89916,120211.93590566693
89917,142878.8331661402
89918,119420.24793452489
89919,131724.66775820957
89920,49857.78727812527
89921,124727.83076893544
89922,117380.46667831007
89923,143216.7775072434
89924,122089.89362312888
89925,43621.66793750601
89926,59058.9205957144
89927,97713.51932583601
89928,141583.82055214298
89929,136320.82315348386
89930,118201.26835888147
89931,155357.49094156915
89932,127738.11714876152
89933,49964.101541739656
89934,121500.16972395682
89935,130096.3468140595
89936,52638.62399047108
89937,115590.47217694519
89938,122474.65028891579
89939,130988.59988410203
89940,46753.73969783073
89941,140444.60737825278
89942,99483.01385277472
89943,157339.94278159644
89944,122690.64965810737
89945,111697.32937650106
89946,88291.83856824825
89947,123981.35932190501
89948,100537.2710945879
89949,122743.09905509812
89950,96339.17727559054
89951,61297.14709620937
89952,120038.08117357738
89953,127895.41952632923
89954,99106.25850382194
89955,97910.63501249725
89956,119176.49421094629
89957,48924.043049597596
89958,100903.27169570589
89959,89726.22711315082
89960,155704.34396519948
89961,48695.35810210946
89962,110013.77614944562
89963,50161.43415139201
89964,98255.08069373819
89965,115694.27096835157
89966,104925.74423805755
89967,106547.34176093171
89968,122512.7446032066
89969,120849.96899356319
89970,156475.75502770214
89971,48431.896018161206
89972,112757.53493261914
89973,52422.82380284676
89974,124054.74270792861
89975,146570.29580107122
89976,48038.76492078122
89977,97229.15115919629
89978,134631.7395092031
89979,100801.14525941963
89980,132100.01203271563
89981,51438.35967557372
89982,135078.03683586587
89983,62843.969700741014
89984,175876.31100948254
89985,122509.87792583871
89986,145200.79212872818
89987,54113.677020176416
89988,54165.7912979721
89989,47608.638855698286
89990,129402.18797857495
89991,96713.65390169309
89992,120862.26564619485
89993,123483.3133866232
89994,51228.25529285171
89995,53058.67191610726
89996,47761.58476087304
89997,122172.72068933833
89998,47471.16285497087
89999,140981.34395043965
90000,48615.886466011594
90001,49829.083109188854
90002,128917.71661477038
90003,117581.08449063404
90004,139137.97297586827
90005,142055.5467880555
90006,46778.23779339835
90007,122098.74899996104
90008,129837.28135885722
90009,50420.73695332855
90010,48684.08324994943
90011,55156.91279547399
90012,119387.2690231194
90013,156517.4828312675
90014,153024.16099554568
90015,51195.18233919039
90016,99640.1054917714
90017,136810.57731772444
90018,92903.56341938209
90019,47137.91779773911
90020,46493.81759211125
90021,115839.91873477609
90022,48871.94134453261
90023,140474.97442117444
90024,87960.2066107588
90025,129439.16284634352
90026,121768.35187721153
90027,123385.11074618288
90028,49773.59225531378
90029,54701.681323727906
90030,51304.04548244942
90031,175461.22875221836
90032,47791.070536327374
90033,106937.05021902287
90034,88229.42161328008
90035,105830.41019423283
90036,127440.45473121977
90037,49142.64428985606
90038,101884.35787564595
90039,49285.48541235179
90040,163102.04443140194
90041,52721.07407531749
90042,108725.26522887129
90043,119547.14270518757
90044,106424.13683583491
90045,160913.82888879164
90046,55229.57763597493
90047,125437.18468672148
90048,134475.75903175474
90049,51069.45258276482
90050,141519.44113113882
90051,50516.75328003973
90052,51017.78947551972
90053,53398.228745916764
90054,119723.73893608706
90055,51374.05386400269
90056,99928.45275851026
90057,53396.68349058215
90058,106971.57207302416
90059,135743.49962164098
90060,70234.44018669038
90061,142178.76753896492
90062,51351.62839712816
90063,52237.382541235056
90064,88284.98729692092
90065,49917.86258403259
90066,146161.0251387611
90067,140193.35111974156
90068,117439.21551430694
90069,109596.05156956709
90070,114218.57943305952
90071,57882.79357536358
90072,140262.41890372706
90073,132137.1155522631
90074,46091.03814856765
90075,47846.588421812805
90076,52077.39542330259
90077,185009.80063686514
90078,115169.35823669109
90079,51694.5274676524
90080,54666.30300173325
90081,129346.81465439542
90082,47605.3542514248
90083,124425.49560455602
90084,119718.22544167766
90085,99575.59029202154
90086,122392.98724056562
90087,137615.16474620858
90088,160543.6410828135
90089,52524.183147961594
90090,50954.120309962964
90091,47706.3108360248
90092,147085.17254596314
90093,48226.59415742133
90094,58474.95537116143
90095,63491.558849506924
90096,89451.34200647917
90097,145152.13488617062
90098,97982.1302670358
90099,49276.378665066455
90100,54447.1247098834
90101,115747.0111415329
90102,53103.105630033504
90103,121581.41817275838
90104,126175.09886146171
90105,151231.31786771247
90106,115371.06050525728
90107,49534.77629242503
90108,52419.14851969831
90109,45234.45384243317
90110,102638.48782937012
90111,113809.30973404723
90112,101155.07375800765
90113,96641.71329928466
90114,58545.14656090771
90115,87356.66086161362
90116,158576.04988985189
90117,110071.29412330859
90118,140268.4251432258
90119,99630.59967674322
90120,125909.0075308888
90121,47656.94694669745
90122,122743.09905509812
90123,46506.41954613138
90124,108015.84107185766
90125,143005.00960922093
90126,128114.50108630795
90127,118375.52482419056
90128,47420.916065892925
90129,117592.87278979617
90130,107207.53235338308
90131,110355.62216765322
90132,158155.2933730849
90133,121900.74507194293
90134,60524.70988097479
90135,48355.51565990689
90136,95717.99641149846
90137,47584.30079851199
90138,98890.32178076907
90139,113331.80845275789
90140,120012.22313865204
90141,67280.61740664855
90142,167145.2466684495
90143,133494.97590317228
90144,59678.761923753205
90145,53791.0446565906
90146,142965.73548133802
90147,117198.0429980658
90148,50726.09443053925
90149,45610.07230904783
90150,47419.11496930533
90151,87923.13563001921
90152,51395.798248968495
90153,111120.414589741
90154,52744.47631007691
90155,111916.65702447112
90156,128757.47341543755
90157,99471.72086355221
90158,105982.65934300626
90159,51744.76916022079
90160,116465.07099753429
90161,141243.37282337755
90162,153271.92292005025
90163,141409.42719312466
90164,48662.20669986855
90165,52452.35289507467
90166,154777.01420951477
90167,61125.52073866868
90168,46829.50464155102
90169,52414.622374953426
90170,56304.197787744306
90171,109936.67496518954
90172,53439.78878492763
90173,126963.89463054383
90174,107147.51648997932
90175,161488.5615384343
90176,126810.9609440428
90177,48999.6605128373
90178,123867.43253901877
90179,90406.39978434757
90180,124444.78204449013
90181,52872.040851373895
90182,51211.790775612026
90183,158653.3393083667
90184,125179.93661024806
90185,105450.49524724303
90186,135217.37282141953
90187,114894.93206418588
90188,126660.19587707534
90189,113627.90680657825
90190,49683.31804174866
90191,112662.54705991555
90192,54913.13693335504
90193,128824.39703976238
90194,90130.66496691928
90195,124529.63515630232
90196,47426.09122357909
90197,46000.574498870374
90198,90820.01523723551
90199,112452.04119687689
90200,54254.41515510829
90201,47635.66186563001
90202,130840.51845948995
90203,159589.56407969803
90204,116772.98816776735
90205,111426.45583761836
90206,109044.68414144416
90207,125067.8546828037
90208,110486.27477670429
90209,57591.421177704986
90210,128577.08128448899
90211,52821.84361237833
90212,139334.0995464325
90213,106070.20126348324
90214,120586.40054437016
90215,46220.96305248626
90216,121486.90100954895
90217,125601.02118729755
90218,110013.77614944562
90219,126163.60981564288
90220,147237.9309486393
90221,106971.24914452207
90222,148085.20991458197
90223,130766.50797492647
90224,54122.40956313441
90225,48219.095179540345
90226,110197.10213666377
90227,51632.61280087572
90228,47635.66186563001
90229,134124.88781443576
90230,50191.030640914556
90231,53875.73030889142
90232,130767.07098861164
90233,55010.39168836606
90234,108010.37002127437
90235,128971.21309506436
90236,44679.883428715075
90237,141645.7528000241
90238,119589.9196047071
90239,46897.270168722236
90240,89451.34200647917
90241,90148.01835239955
90242,48044.13653521945
90243,48421.84781595532
90244,46660.33793180845
90245,53240.06922612801
90246,50673.40224681084
90247,134696.25853370252
90248,46415.97059543192
90249,120238.43762253763
90250,148582.4365197505
90251,103766.601427041
90252,124783.29861321408
90253,115343.82739718887
90254,131832.45165087096
90255,121576.99700902382
90256,52336.319324217664
90257,123922.00716218859
90258,52492.26941759953
90259,102640.00939444624
90260,125841.65178581557
90261,122888.83034318479
90262,122811.40979102143
90263,111097.43852438546
90264,131431.57284725714
90265,130712.32047492647
90266,92252.21373731675
90267,127726.78283448407
90268,115543.38670940629
90269,129477.50747275351
90270,152718.77451610734
90271,154777.01420951477
90272,136252.38354342146
90273,127871.86323431876
90274,45213.559533517364
90275,90572.51835142953
90276,50550.757041532095
90277,99653.74360275058
90278,126163.60981564288
90279,124727.83076893544
90280,45276.532673077294
90281,87005.0802236764
90282,127202.23611250824
90283,47644.655778236265
90284,99220.55698799297
90285,47475.28759047472
90286,121007.8499715302
90287,90027.64936741436
90288,49303.93194537923
90289,46000.574498870374
90290,137062.07144220173
90291,50127.10580624248
90292,56398.40901345466
90293,62510.6010070362
90294,94910.80826440302
90295,50798.11608791242
90296,48327.62654331034
90297,134334.07709166134
90298,51672.556660484566
90299,122930.03275955128
90300,55205.9832315377
90301,43852.40287991465
90302,105096.60119234995
90303,114778.06473288758
90304,108154.89905509463
90305,43226.425269894535
90306,134643.48477354745
90307,113848.61029450674
90308,141577.9614927307
90309,57449.5938005376
90310,61940.64354643715
90311,126141.57851661545
90312,121828.26572520065
90313,97588.87928844918
90314,122238.34169115749
90315,147202.29013427248
90316,110074.78312684986
90317,112299.27498170073
90318,152597.14607163088
90319,129281.14082492996
90320,124075.58372088589
90321,52927.62599642133
90322,121007.8499715302
90323,99471.72086355221
90324,94110.62481948262
90325,46689.27481191758
90326,61275.58689679118
90327,50215.88116366089
90328,54222.112897364335
90329,129286.39663116736
90330,127364.73833488299
90331,113695.84407933059
90332,111328.7780925857
90333,51156.745004034514
90334,49432.03825356924
90335,97662.79859610045
90336,47635.66186563001
90337,123700.63453712082
90338,48473.5521962394
90339,120128.35267347228
90340,51310.16083066563
90341,152257.9471476485
90342,115296.27125522541
90343,52568.944606716366
90344,117312.62608623467
90345,123694.95745225612
90346,114125.98142508799
90347,129978.44683418481
90348,47036.44100314702
90349,151489.55265529378
90350,125027.68109158415
90351,96522.84402173536
90352,106754.18922163881
90353,160861.08415156917
90354,59267.0755543661
90355,121313.28816273203
90356,47839.18985498589
90357,89235.47783506126
90358,59488.518859594784
90359,49717.57376298519
90360,141243.37282337755
90361,96597.65287141124
90362,51782.82582187209
90363,106129.93431983158
90364,130008.30172361367
90365,48438.1867252737
90366,115926.95746536128
90367,126687.99107622224
90368,106874.27464168443
90369,120810.35198718583
90370,87923.13563001921
90371,131390.31501697615
90372,154384.06493505713
90373,114173.08594975792
90374,120897.27317552625
90375,114011.53228625546
90376,110628.2999196439
90377,47762.410026429265
90378,49989.70741644502
90379,98538.51708436979
90380,111704.64983002804
90381,141195.14782311203
90382,128921.75545997362
90383,145854.98875467991
90384,124486.15121102761
90385,135266.0635790251
90386,116296.06211993162
90387,124321.38323577328
90388,131115.4498840623
90389,135688.91641766933
90390,51386.22154130383
90391,51539.25137349297
90392,101423.09659409076
90393,101925.82306604815
90394,120657.74104765806
90395,137244.68123920902
90396,43685.7008085898
90397,122743.09905509812
90398,153904.03203479736
90399,46123.14583006376
90400,134469.08416940816
90401,113094.37185657881
90402,137111.3318094242
90403,110538.43605018355
90404,95516.34322611432
90405,131203.377406273
90406,170100.69722742087
90407,129757.07872988752
90408,140945.17956822453
90409,117058.50849707119
90410,52793.71883898656
90411,126998.91922917144
90412,154003.77927609812
90413,104295.48253511974
90414,115503.79729717424
90415,124187.74758130053
90416,50356.35228066599
90417,107241.86862400954
90418,48473.00181699522
90419,131497.0808418814
90420,117797.08868622061
90421,115496.20139350055
90422,51640.81323060425
90423,123970.57812018943
90424,137420.72095686986
90425,123273.14540917485
90426,125424.41140889391
90427,111707.52079764142
90428,47376.74628332812
90429,54850.962425479054
90430,130546.62407385997
90431,127692.9996946665
90432,106290.49806790982
90433,116727.47062303062
90434,130680.35359640224
90435,120528.49220536315
90436,48909.28208285199
90437,101946.44360881738
90438,46656.947055953075
90439,95057.59188193738
90440,97049.48168651073
90441,51379.58600171589
90442,55073.74044677967
90443,147500.7033691185
90444,158304.37089402083
90445,45905.51931074381
90446,52931.84907423756
90447,87936.08060284832
90448,112686.58820004847
90449,162996.7500152203
90450,118273.31944325555
90451,48438.1867252737
90452,166958.8660062031
90453,48931.99921334479
90454,143494.19601279974
90455,100647.16409276018
90456,49315.926804392395
90457,123417.33433035552
90458,97268.20143859055
90459,103447.9651221755
90460,63102.048368849544
90461,49960.788871530225
90462,58302.66785772264
90463,112069.36271131615
90464,117567.87520473868
90465,128987.61076985855
90466,146282.4562075757
90467,138710.34558572224
90468,50894.11736867512
90469,113002.37418728063
90470,102757.49449891143
90471,98662.69369100241
90472,99137.8095476988
90473,49044.0721125768
90474,92278.81103542857
90475,48438.1867252737
90476,49342.85047018062
90477,50853.74813742784
90478,134765.50121976034
90479,52367.076445366256
90480,135371.6616623809
90481,123237.21868708955
90482,98082.22226406503
90483,82526.93947069522
90484,132560.8021488461
90485,131630.3839052806
90486,148838.30606014945
90487,51824.329414673804
90488,122525.75404232599
90489,128837.6268505568
90490,121978.04377913116
90491,105224.60122025109
90492,47870.505865993706
90493,106796.02566841163
90494,130694.73400239897
90495,57274.49628542709
90496,52855.57225422401
90497,108415.83691168064
90498,56744.595982785446
90499,103423.05407713397
90500,52112.04272016354
90501,90861.30703765266
90502,109629.11909414407
90503,62313.30596923821
90504,48265.492764458046
90505,142950.36058384785
90506,147798.36578666023
90507,108946.2509110962
90508,138891.67713048967
90509,55724.144463819495
90510,144420.83556597648
90511,122525.75404232599
90512,49942.74961264824
90513,98148.84174816462
90514,46814.89829036807
90515,131372.66495425784
90516,119988.06327875354
90517,46806.50867077432
90518,48585.26848462783
90519,96794.30698735417
90520,80170.6758199427
90521,48357.313343534115
90522,108283.38175076607
90523,109456.6417015145
90524,94978.86637605284
90525,133052.98990645347
90526,48090.77014374659
90527,97722.50282381903
90528,121797.83214149855
90529,111015.80753800958
90530,51224.05278734013
90531,100862.76226389749
90532,141244.66340370598
90533,155322.65455954903
90534,115307.05780671177
90535,45188.3372775691
90536,145334.01476991802
90537,52735.91504782296
90538,61670.9848542327
90539,53440.60446865266
90540,116296.06211993162
90541,109897.90020661315
90542,106580.40325562557
90543,109948.91696105804
90544,158929.1488232619
90545,49039.44417967554
90546,49600.053239356595
90547,156381.37585861306
90548,80988.7575681001
90549,117439.21551430694
90550,145832.40138071263
90551,135073.9992448392
90552,129782.08800998212
90553,130052.67889061788
90554,142584.429490592
90555,99817.53338119638
90556,46706.354747973106
90557,104530.68142755315
90558,112452.04119687689
90559,52506.809655919045
90560,126016.8072399238
90561,45720.96709823844
90562,120484.03273962197
90563,141064.88977863183
90564,92495.37599248634
90565,100294.23229265171
90566,54926.25623404215
90567,122085.85353517823
90568,121248.87911025838
90569,138221.8225133228
90570,110746.96899823115
90571,139449.1407212956
90572,122172.72068933833
90573,111774.461839258
90574,119431.89758329354
90575,124248.74137758248
90576,51706.7570158248
90577,48128.448088424426
90578,118878.25638339577
90579,48703.51816162713
90580,96914.7199034877
90581,134765.50121976034
90582,122934.61482675342
90583,97713.51932583601
90584,129641.35934924023
90585,124953.89245391286
90586,102127.86901826807
90587,50004.48452393103
90588,52523.46826191254
90589,127930.50317084813
90590,47207.321507713496
90591,97713.51932583601
90592,126740.51703398745
90593,125424.41140889391
90594,114018.76860145919
90595,126562.53912722823
90596,101761.75164920266
90597,128784.60905843432
90598,138229.1128051534
90599,71078.31571258545
90600,113308.91134125038
90601,122324.411198872
90602,119090.48611661076
90603,101772.35799507963
90604,50760.054183408916
90605,110303.77453898244
90606,122951.97518498343
90607,53378.6111789122
90608,119044.7125226148
90609,121813.03295442478
90610,86001.88462609329
90611,114694.55490305816
90612,96435.13854477712
90613,109245.89072230761
90614,44420.0872095839
90615,157734.9520087452
90616,163763.0339621434
90617,117960.4121997934
90618,112686.58820004847
90619,88957.29378459378
90620,161475.5494791236
90621,44309.78588634227
90622,124529.63515630232
90623,104911.81729055691
90624,50450.416571665904
90625,82754.6350306623
90626,50501.58704045797
90627,107496.06638722333
90628,118367.37475646415
90629,47612.577445321076
90630,49607.91039788503
90631,116363.4349964579
90632,48420.00069383987
90633,99247.67551394203
90634,101378.28804378505
90635,114346.65622978858
90636,86541.92226926058
90637,51365.203667013164
90638,135603.99513458414
90639,154777.67516074586
90640,54478.41350933806
90641,129260.87462363884
90642,88366.01682427956
90643,139027.24816902966
90644,48110.67948571303
90645,100013.02024102697
90646,60299.2872982678
90647,49211.03891514585
90648,98422.2461779333
90649,55226.97499638159
90650,114763.0585800128
90651,101211.72073612898
90652,109457.42199441104
90653,122531.31996099943
90654,155806.53298310435
90655,139752.8901486984
90656,135743.49962164098
90657,60629.095057514234
90658,49004.15998314788
90659,125091.87234639391
90660,51139.56785811523
90661,137105.30121372905
90662,53111.45571366362
90663,111704.64983002804
90664,92240.21234350467
90665,138816.569039027
