date,hour,demand
2021-03-05,1,57.22946257868878
2021-03-05,2,56.21226561113131
2021-03-05,3,57.300133888450425
2021-03-05,4,50.85115669248358
2021-03-05,5,59.73292180040061
2021-03-05,6,59.73292180040061
2021-03-05,7,63.36990202029012
2021-03-05,8,74.14041857602096
2021-03-05,9,66.44085896513182
2021-03-05,10,72.64451442493278
2021-03-05,11,90.88541124551683
2021-03-05,12,88.30110713034439
2021-03-05,13,88.0766981541074
2021-03-05,14,85.61003148744074
2021-03-05,15,91.02932520895767
2021-03-05,16,90.29707931865818
2021-03-05,17,92.00002375632094
2021-03-05,18,87.99712255189384
2021-03-05,19,78.4612130622994
2021-03-05,20,79.5328159878158
2021-03-05,21,75.20772595869033
2021-03-05,22,65.6821867054045
2021-03-05,23,65.49712950747909
2021-03-06,0,55.7776972494934
2021-03-06,1,54.234361346207415
2021-03-06,2,61.64142437160465
2021-03-06,4,58.97748214027799
2021-03-06,7,61.85669532512509
2021-03-06,8,66.32521538649938
2021-03-06,9,70.21443565729884
2021-03-06,10,84.63080820632679
2021-03-06,11,107.20984508224126
2021-03-06,12,115.56815919064009
2021-03-06,13,111.8354489245268
2021-03-06,14,103.63544892452678
2021-03-06,15,102.06920645219607
2021-03-06,16,108.73587311886274
2021-03-06,17,104.4068834541492
2021-03-06,18,103.63053864620649
2021-03-06,19,93.90113216577193
2021-03-06,20,85.95595127332433
2021-03-06,21,74.97949592245179
2021-03-06,22,67.22986341207566
2021-03-06,23,69.23128667272773
2021-03-07,0,53.13494769058459
2021-03-07,1,49.52494512063193
2021-03-07,2,61.01250242810712
2021-03-07,3,54.083209119121
2021-03-07,4,54.37248170298263
2021-03-07,5,55.0732459236547
2021-03-07,7,52.923373588133124
2021-03-07,8,59.90253739464065
2021-03-07,9,72.4560555303457
2021-03-07,10,85.12723459792836
2021-03-07,11,92.10627147384281
2021-03-07,12,103.66458558224163
2021-03-07,13,104.66520864946169
2021-03-07,14,112.4652086494617
2021-03-07,15,104.2322995104643
2021-03-07,16,104.4323244331531
2021-03-07,17,101.90333476843955
2021-03-07,18,93.32698996049685
2021-03-07,19,90.33091681339562
2021-03-07,20,72.2524025876147
2021-03-07,21,73.87594723674215
2021-03-07,22,65.62948601135952
2021-03-07,23,69.10463490881172
2021-03-08,0,48.34639977527598
2021-03-08,1,47.0743426361774
2021-03-08,2,48.561422758373205
2021-03-08,3,51.18600798584367
2021-03-08,4,48.20061134659566
2021-03-08,6,55.775656878194894
2021-03-08,7,60.03083875144764
2021-03-08,8,63.47489623007393
2021-03-08,9,66.15625809943357
2021-03-08,10,63.77278721496714
2021-03-08,11,68.36910155073353
2021-03-08,12,75.46259164269317
2021-03-08,13,74.4419688806489
2021-03-08,14,73.50863554731556
2021-03-08,15,72.46126260216583
2021-03-08,16,85.29186664676219
2021-03-08,17,74.76795510704865
2021-03-08,18,76.63971057986765
2021-03-08,19,78.89672428462315
2021-03-08,20,73.03821649715617
2021-03-08,21,68.22472475961017
2021-03-08,22,63.49618820951522
2021-03-08,23,58.21341970569034
2021-03-09,0,51.67338646961192
2021-03-09,1,47.6962176361774
2021-03-09,2,48.449964425039866
2021-03-09,3,48.27454965251034
2021-03-09,4,54.95581967992899
2021-03-09,5,51.197531878194894
2021-03-09,6,48.5975318781949
2021-03-09,7,58.78604708478097
2021-03-09,8,68.27958918055141
2021-03-09,9,76.16095104991108
2021-03-09,10,66.99466221496714
2021-03-09,11,69.52430988406688
2021-03-09,12,74.88446664269317
2021-03-09,13,79.52672433312286
2021-03-09,14,84.4600576664562
2021-03-09,15,75.74601805463979
2021-03-09,16,78.32300576622833
2021-03-09,17,78.9990942265148
2021-03-09,18,83.00418303266714
2021-03-09,19,75.86119673742263
2021-03-09,20,68.64299554989053
2021-03-09,21,64.16283968880938
2021-03-09,22,64.50096853381535
2021-03-09,23,61.34194906360051
2021-03-10,0,56.20671980294525
2021-03-10,1,55.96288430284407
2021-03-10,2,49.58329775837321
2021-03-10,4,50.15581967992899
2021-03-10,6,42.264198544861564
2021-03-10,7,59.65271375144763
2021-03-10,8,71.07131399072072
2021-03-10,9,73.67460593165333
2021-03-10,10,65.4613288816338
2021-03-10,11,77.32430988406688
2021-03-10,12,73.21779997602651
2021-03-10,13,77.4600576664562
2021-03-10,14,75.59339099978953
2021-03-10,15,72.47935138797313
2021-03-10,16,79.45633909956167
2021-03-10,17,83.33242755984813
2021-03-10,18,79.20418303266713
2021-03-10,19,79.37204166743565
2021-03-10,20,63.68717381323689
2021-03-10,21,61.1614775875724
2021-03-10,22,58.76627564237655
2021-03-10,23,60.80725617216169
2021-03-11,0,54.95072360746999
2021-03-11,2,56.66063489623127
2021-03-11,3,54.375549611820226
2021-03-11,4,53.52348630590556
2021-03-11,5,51.431865170838115
2021-03-11,6,53.031865170838124
2021-03-11,7,61.310419185611046
2021-03-11,8,61.868418956866925
2021-03-11,9,75.29621415573808
2021-03-11,10,73.3856936073825
2021-03-11,11,74.79992074425567
2021-03-11,12,78.10766305382599
2021-03-11,13,76.01658741092234
2021-03-11,14,68.34992074425567
2021-03-11,15,75.43588113243926
2021-03-11,16,76.45005247846792
2021-03-11,17,81.12614093875438
2021-03-11,18,83.51395120079864
2021-03-11,19,77.48180983556716
2021-03-11,20,65.93027531470173
2021-03-11,21,68.00458163216875
2021-03-11,22,63.009373329144125
2021-03-11,23,57.0361016413186
2021-03-12,0,56.846277338272294
2021-03-12,1,58.759490858311175
2021-03-12,2,54.913237647173645
2021-03-12,4,54.13316019258119
2021-03-12,5,50.214925300498216
2021-03-12,6,45.48159196716489
2021-03-12,7,55.966596966579175
2021-03-12,8,58.20970786511916
2021-03-12,9,70.30970022477716
2021-03-12,10,85.17454270455518
2021-03-12,11,79.34877285847256
2021-03-12,12,90.63113540996676
2021-03-12,13,90.40672643372979
2021-03-12,14,79.2067264337298
2021-03-12,15,86.95935348858006
2021-03-12,16,88.22710759828057
2021-03-12,17,89.19671870261
2021-03-12,18,86.52715083151627
2021-03-12,19,78.4009528945413
2021-03-12,20,65.40588915339103
2021-03-12,21,73.94746579093223
2021-03-12,22,73.88859320431307
2021-03-12,23,64.30353854951917
2021-03-13,0,53.283796950421134
2021-03-13,1,52.540461047135146
2021-03-13,2,45.51846782895234
2021-03-13,5,46.448990609880816
2021-03-13,6,50.31565727654748
2021-03-13,7,58.42946169271949
2021-03-13,8,66.84009803302943
2021-03-13,9,76.69006937565497
2021-03-13,10,87.1404268383255
2021-03-13,11,97.11946371423994
2021-03-13,12,105.94444448930544
2021-03-13,13,102.67840088985884
2021-03-13,14,99.07840088985883
2021-03-13,15,108.7121584175281
2021-03-13,16,110.44549175086144
2021-03-13,17,99.97646048051638
2021-03-13,18,101.26678233924035
2021-03-13,19,104.7470874114253
2021-03-13,20,80.26857318564436
2021-03-13,21,73.42545116810516
2021-03-13,22,69.1328870374491
2021-03-13,23,62.334310298101144
2021-03-14,0,59.427162402091746
2021-03-14,1,59.55049316547243
2021-03-14,2,61.07566089603423
2021-03-14,3,60.61303425371477
2021-03-14,5,49.98410252230375
2021-03-14,6,54.317435855637086
2021-03-14,7,57.54892163297362
2021-03-14,8,58.52979152167359
2021-03-14,9,71.71780425928128
2021-03-14,10,81.42296824050648
2021-03-14,11,96.00200511642095
2021-03-14,12,104.16031922481977
2021-03-14,13,102.36094229203984
2021-03-14,14,102.76094229203981
2021-03-14,15,102.59469981970909
2021-03-14,16,100.5947247423979
2021-03-14,17,100.05902680538618
2021-03-14,18,92.0160153307768
2021-03-14,19,93.56298706962842
2021-03-14,20,69.08447284384748
2021-03-14,21,71.64135082630828
2021-03-14,22,64.11862464731236
2021-03-14,23,57.3937697300673
2021-03-15,0,49.10851853261622
2021-03-15,1,50.24490306425334
2021-03-15,2,50.06531651978247
2021-03-15,4,46.0847319980451
2021-03-15,5,47.993110862977666
2021-03-15,6,48.12644419631099
2021-03-15,7,56.63341087465727
2021-03-15,8,69.39374779244201
2021-03-15,9,77.94483855000766
2021-03-15,10,67.84554112121714
2021-03-15,11,73.37518879031687
2021-03-15,12,81.20201221560984
2021-03-15,13,76.04805612023223
2021-03-15,14,77.44805612023224
2021-03-15,15,82.46734984174917
2021-03-15,16,78.63128721967885
2021-03-15,17,77.5073756799653
2021-03-15,18,77.71246448611765
2021-03-15,19,72.76947819087314
2021-03-15,20,66.4443037367395
2021-03-15,21,62.030814542325004
2021-03-15,22,57.02601685331405
2021-03-15,23,59.27658168282252
2021-03-16,0,51.0926158226553
2021-03-16,1,56.048780322554116
2021-03-16,2,57.269193778083256
2021-03-16,4,51.33661804550533
2021-03-16,5,54.17833024377123
2021-03-16,6,53.2449969104379
2021-03-16,7,60.970621466291384
2021-03-16,8,68.96396741971849
2021-03-16,9,68.44838896748598
2021-03-16,10,70.44941837951791
2021-03-16,11,64.44573271528432
2021-03-16,12,72.74928801313588
2021-03-16,13,65.17219450727652
2021-03-16,14,69.63886117394317
2021-03-16,15,70.19148822879343
2021-03-16,16,65.96847594038198
2021-03-16,17,67.5112310673351
2021-03-16,18,75.71631987348745
2021-03-16,19,74.57333357824294
2021-03-16,20,80.02179905737752
2021-03-16,21,67.87497525806394
2021-03-16,22,58.089531308473546
2021-03-16,23,60.48995779162785
2021-03-17,0,60.55928248932196
2021-03-17,1,56.24878032255412
2021-03-17,2,56.46919377808325
2021-03-17,4,50.93661804550533
2021-03-17,5,57.6449969104379
2021-03-17,6,53.11166357710456
2021-03-17,7,54.10395479962472
2021-03-17,8,64.13871527592823
2021-03-17,9,67.7943736996135
2021-03-17,10,63.582751712851255
2021-03-17,11,74.64573271528432
2021-03-17,12,72.74928801313588
2021-03-17,13,69.1721945072765
2021-03-17,14,72.43886117394318
2021-03-17,15,70.39148822879343
2021-03-17,16,71.23514260704864
2021-03-17,17,82.5112310673351
2021-03-17,18,85.04965320682078
2021-03-17,19,75.75084517492263
2021-03-17,20,80.86597732072387
2021-03-17,21,60.87361697152423
2021-03-17,22,61.55483841703475
2021-03-17,23,62.488598233522374
2021-03-18,0,58.53490962555244
2021-03-18,1,60.491075397017006
2021-03-18,2,57.84482218587948
2021-03-18,4,46.49408198483736
2021-03-18,5,47.93579418310326
2021-03-18,6,50.069127516436595
2021-03-18,7,60.193284837059615
2021-03-18,8,72.37519072977874
2021-03-18,9,68.69751963482793
2021-03-18,10,68.3387423134372
2021-03-18,11,74.75296945031036
2021-03-18,12,72.93744363243927
2021-03-18,13,76.69368345991323
2021-03-18,14,77.82701679324656
2021-03-18,15,76.04631051476349
2021-03-18,16,74.5271485274588
2021-03-18,17,71.73657032107859
2021-03-18,18,74.65771391645619
2021-03-18,19,80.4255725512247
2021-03-18,20,70.40737136369262
2021-03-18,21,66.48167768115964
2021-03-18,22,70.29622610217473
2021-03-18,23,61.87919373319685
2021-03-19,0,64.4854854855803
2021-03-19,2,48.95244452291589
2021-03-19,4,49.1518527249863
2021-03-19,5,51.30028449956999
2021-03-19,6,48.56695116623666
2021-03-19,7,63.02552183230184
2021-03-19,8,67.3182691730368
2021-03-19,9,74.97946063397374
2021-03-19,10,80.04756007922965
2021-03-19,11,83.10182156452726
2021-03-19,12,88.06091598858006
2021-03-19,13,82.35048914938734
2021-03-19,14,84.88382248272067
2021-03-19,15,79.23644953757093
2021-03-19,16,80.70420364727146
2021-03-19,17,78.80714808493421
2021-03-19,18,81.67091354717381
2021-03-19,19,83.34471561019886
2021-03-19,20,65.61631853571525
2021-03-19,21,67.95789517325645
2021-03-19,22,64.04210882931307
2021-03-19,23,60.27995888846774
2021-03-20,0,65.33876907302047
2021-03-20,1,63.92876777463356
2021-03-20,2,62.70677455645076
2021-03-20,5,44.32028626694557
2021-03-20,6,47.72028626694557
2021-03-20,7,59.81791078159623
2021-03-20,8,66.71892981188411
2021-03-20,9,77.54342025614397
2021-03-20,10,90.18063527338408
2021-03-20,11,94.37303681401208
2021-03-20,12,109.80808279496951
2021-03-20,13,118.3893546659005
2021-03-20,14,108.78935466590049
2021-03-20,15,105.42311219356976
2021-03-20,16,111.82311219356977
2021-03-20,17,103.35408092322473
2021-03-20,18,95.377736115282
2021-03-20,19,86.92470785413362
2021-03-20,20,71.11286029501936
2021-03-20,21,76.65687664417938
2021-03-20,22,65.65033037647903
2021-03-20,23,72.0746570795139
2021-03-21,1,58.17426589638882
2021-03-21,2,55.766100293617285
2021-03-21,3,57.9543495001721
2021-03-21,5,49.35753212101889
2021-03-21,7,55.10617133016742
2021-03-21,8,55.844085489248975
2021-03-21,9,71.47329035298644
2021-03-21,10,89.03197855544789
2021-03-21,11,102.29104676274255
2021-03-21,12,102.4594260770333
2021-03-21,13,112.64069794796428
2021-03-21,14,106.64069794796428
2021-03-21,15,98.54112214230024
2021-03-21,16,94.40781373165571
2021-03-21,17,93.272115794644
2021-03-21,18,89.56243765336795
2021-03-21,19,88.70940939221957
2021-03-21,20,73.96422849977196
2021-03-21,21,75.24157818226531
2021-03-21,22,70.20486986622512
2021-03-21,23,73.90291966292862
2021-03-22,0,54.06332454254461
2021-03-22,1,49.86637701241415
2021-03-22,2,46.086790467943274
2021-03-22,5,48.99093752151779
2021-03-22,6,55.457604188184455
2021-03-22,7,61.454884822818066
2021-03-22,8,70.37227364037894
2021-03-22,9,73.01149445143936
2021-03-22,10,71.73368046447887
2021-03-22,11,74.86332813357859
2021-03-22,12,83.90021676476348
2021-03-22,13,83.59357613976348
2021-03-22,14,71.32690947309682
2021-03-22,15,71.61286986128042
2021-03-22,16,66.11014057254344
2021-03-22,17,70.71956236616323
2021-03-22,18,77.45798450564891
2021-03-22,19,79.98166487707107
2021-03-22,21,73.49680117562579
2021-03-22,22,58.51135722603541
2021-03-22,23,55.11816264595728
2021-03-23,0,45.33554846018785
2021-03-23,1,41.15838089831909
2021-03-23,6,55.61627474075607
2021-03-23,7,66.6135553753897
2021-03-23,8,74.52951781392993
2021-03-23,9,72.9020719583237
2021-03-23,10,66.82568435038381
2021-03-23,11,68.6219986861502
2021-03-23,12,79.32555398400177
2021-03-23,13,83.08179381147572
2021-03-23,14,71.81512714480907
2021-03-23,15,69.36775419965933
2021-03-23,16,65.61140857791453
2021-03-23,17,72.42083037153432
2021-03-23,18,83.35925251102
2021-03-23,19,73.6162662157755
2021-03-23,20,67.26473169491007
2021-03-23,21,65.30504753386147
2021-03-23,22,58.98626643624048
2021-03-23,23,61.583487556439046
2021-03-24,0,56.202215126854504
2021-03-24,2,49.312127687181565
2021-03-24,5,48.21627474075607
2021-03-24,6,54.28294140742273
2021-03-24,7,62.68022204205636
2021-03-24,8,70.23759900347301
2021-03-24,9,69.9147233571179
2021-03-24,11,69.02199868615021
2021-03-24,12,66.99222065066844
2021-03-24,13,68.3484604781424
2021-03-24,14,71.48179381147573
2021-03-24,15,76.434420866326
2021-03-24,16,78.61140857791453
2021-03-24,17,76.68749703820099
2021-03-24,18,82.95925251102
2021-03-24,19,73.46044447912185
2021-03-24,20,67.70890995825643
2021-03-24,21,64.83702130908934
2021-03-24,22,59.85157354480168
2021-03-24,23,56.58212799833357
2021-03-25,0,55.28110713531805
2021-03-25,1,51.703939573449304
2021-03-25,2,47.12435302897844
2021-03-25,5,50.65216290400477
2021-03-25,6,53.518829570671436
2021-03-25,7,62.339482346825235
2021-03-25,8,67.68695409644714
2021-03-25,9,71.43074765989019
2021-03-25,10,71.55160394673796
2021-03-25,11,78.56583108361114
2021-03-25,12,77.41697193240672
2021-03-25,13,76.57321175988068
2021-03-25,14,77.17321175988067
2021-03-25,15,73.9925054813976
2021-03-25,16,70.14001016075959
2021-03-25,17,77.21609862104604
2021-03-25,18,73.40390888309031
2021-03-25,19,80.03843418452549
2021-03-25,20,68.55356633032673
2021-03-25,21,57.21501101449297
2021-03-25,22,57.09622610217472
2021-03-25,23,58.745860399863524
2021-03-26,0,55.69834966201259
2021-03-26,1,52.54489524381904
2021-03-26,2,55.69864203268151
2021-03-26,5,53.34998655380485
2021-03-26,6,51.88331988713818
2021-03-26,7,67.43838600873413
2021-03-26,8,65.89669793480611
2021-03-26,9,69.91268865903601
2021-03-26,10,77.66042171253044
2021-03-26,11,82.71468319782804
2021-03-26,12,92.1404442885475
2021-03-26,13,81.8300174493548
2021-03-26,14,77.09668411602145
2021-03-26,15,89.38264450420506
2021-03-26,16,83.11706528057225
2021-03-26,17,83.28667638490167
2021-03-26,18,80.88377518047459
2021-03-26,19,80.22424391016631
2021-03-26,20,73.16251350234936
2021-03-26,21,69.15789517325645
2021-03-26,22,70.04210882931308
2021-03-26,23,67.21329222180107
2021-03-27,0,59.07795546532461
2021-03-27,1,51.80128750027103
2021-03-27,2,60.045960948754896
2021-03-27,3,53.01220006885436
2021-03-27,4,47.542534566580606
2021-03-27,6,51.92613932591638
2021-03-27,7,57.94417326538879
2021-03-27,8,62.27742481924611
2021-03-27,9,71.4241209171112
2021-03-27,10,95.14096954258981
2021-03-27,11,96.46670441655114
2021-03-27,12,107.90175039750856
2021-03-27,13,112.88302226843956
2021-03-27,14,107.68302226843957
2021-03-27,15,105.65011312944216
2021-03-27,16,98.11677979610882
2021-03-27,17,101.98108185909712
2021-03-27,18,108.27140371782109
2021-03-27,19,94.75170879000602
2021-03-27,20,82.60652789755842
2021-03-27,21,77.75054424671843
2021-03-27,22,70.67733131235143
2021-03-27,23,63.901658015386296
2021-03-28,0,59.54007167993468
2021-03-28,1,59.79673450508293
2021-03-28,2,65.72190223564473
2021-03-28,3,61.976818108866205
2021-03-28,4,51.375731964571706
2021-03-28,5,61.24666739637966
2021-03-28,7,57.778054774877326
2021-03-28,8,62.788343630879844
2021-03-28,9,76.03727450190937
2021-03-28,10,87.60892964594268
2021-03-28,11,99.53466451990401
2021-03-28,12,106.36971050086144
2021-03-28,13,109.68431570512575
2021-03-28,14,101.75098237179243
2021-03-28,15,95.9847398994617
2021-03-28,16,103.85143148881717
2021-03-28,17,98.51573355180544
2021-03-28,18,106.13938874386274
2021-03-28,19,96.17130463554639
2021-03-28,20,83.35945707643212
2021-03-28,21,78.5701400922588
2021-03-28,22,67.93343177621863
2021-03-28,23,65.89815205428603
2021-03-29,0,63.81262899607651
2021-03-29,2,50.463045503343665
2021-03-29,3,43.938505308122636
2021-03-29,4,46.3553091475164
2021-03-29,5,48.96719255691818
2021-03-29,6,52.167192556918174
2021-03-29,7,60.80542762236382
2021-03-29,8,72.82733062721557
2021-03-29,9,73.85212913017365
2021-03-29,10,67.77660343811168
2021-03-29,11,72.7062511072114
2021-03-29,12,82.5431397383963
2021-03-29,13,82.76983244672964
2021-03-29,14,78.30316578006297
2021-03-29,15,81.25579283491324
2021-03-29,16,82.28639687950958
2021-03-29,17,83.89581867312937
2021-03-29,18,89.90090747928173
2021-03-29,19,83.64286533686924
2021-03-29,20,74.65102421606892
2021-03-29,21,64.558006721687
2021-03-29,22,62.72706182605168
2021-03-29,23,59.13386215971053
2021-03-30,0,69.36902827789618
2021-03-30,2,52.90589142009171
2021-03-30,6,52.74337180699956
2021-03-30,7,63.65654837627117
2021-03-30,8,78.09394917612401
2021-03-30,9,78.17713950858946
2021-03-30,10,68.80194065734996
2021-03-30,11,69.5315883264497
2021-03-30,12,68.96847695763458
2021-03-30,13,68.92471678510854
2021-03-30,14,68.5913834517752
2021-03-30,15,70.74401050662547
2021-03-30,16,76.58766488488068
2021-03-30,17,79.3304200118338
2021-03-30,18,82.46884215131948
2021-03-30,19,80.87746667557367
2021-03-30,20,73.72593215470825
2021-03-30,21,74.96624799365965
2021-03-30,22,71.86863643135767
2021-03-30,23,65.53252294665714
2021-03-31,1,58.87397360054891
2021-03-31,2,54.56105372274471
2021-03-31,5,56.317462869895756
2021-03-31,6,54.650796203229085
2021-03-31,7,71.04504655538902
2021-03-31,8,74.85718885362282
2021-03-31,9,79.7782827286727
2021-03-31,10,66.12376581197235
2021-03-31,11,77.92008014773874
2021-03-31,12,70.15696877892364
2021-03-31,13,71.21876178836375
2021-03-31,14,71.15209512169709
2021-03-31,15,69.23805550988068
2021-03-31,16,82.21504322146922
2021-03-31,17,82.35779834842235
2021-03-31,18,87.85501158491324
2021-03-31,19,85.8204669604044
2021-03-31,20,82.76121963029418
2021-03-31,21,84.19722028369871
2021-03-31,22,77.674333045941
2021-03-31,23,69.73821447497745
2021-04-01,0,50.35675984222549
2021-04-01,1,49.31292561369006
2021-04-01,2,54.09572864613259
2021-04-01,6,49.570937687643294
2021-04-01,7,59.46307906836514
2021-04-01,8,66.88160249920746
2021-04-01,9,69.08963838407335
2021-04-01,10,71.35420751357346
2021-04-01,11,79.57672280724395
2021-04-01,12,84.21779845014761
2021-04-01,13,82.59338947391062
2021-04-01,14,74.39338947391063
2021-04-01,15,78.9460165287609
2021-04-01,16,78.8268545414562
2021-04-01,17,87.90294300174264
2021-04-01,18,94.55741993045359
2021-04-01,19,82.52527856522211
2021-04-01,20,69.64041071102335
2021-04-01,21,73.6480503618237
2021-04-01,22,68.96021001941106
2021-04-01,23,68.72026403552434
2021-04-02,0,53.96999223703165
2021-04-02,2,58.79934339441215
2021-04-02,5,47.131420415353176
2021-04-02,6,52.66475374868651
2021-04-02,7,56.64275309567116
2021-04-02,8,70.33061955666948
2021-04-02,9,70.43872990076083
2021-04-02,10,74.08569687935986
2021-04-02,11,83.39326036661059
2021-04-02,12,97.60895625143813
2021-04-02,13,90.78454727520113
2021-04-02,14,92.18454727520115
2021-04-02,15,84.47050766338474
2021-04-02,16,84.60492843975193
2021-04-02,17,91.10787287741469
2021-04-02,18,96.9049716729876
2021-04-02,19,89.56906218339314
2021-04-02,20,84.57399844224287
2021-04-02,21,79.38224174645075
2021-04-02,22,64.99003582649824
2021-04-02,23,62.33831323347192
2021-04-03,0,64.7786018793294
2021-04-03,1,54.96859930937674
2021-04-03,2,52.24232900144066
2021-04-03,3,59.891025605999204
2021-04-03,5,54.46990781665226
2021-04-03,6,56.40324114998558
2021-04-03,7,61.086290530958614
2021-04-03,8,74.40507808269233
2021-04-03,9,74.03678274395972
2021-04-03,10,88.58619862787627
2021-04-03,11,109.16523550379073
2021-04-03,12,114.92354961218956
2021-04-03,13,103.39083934607629
2021-04-03,14,108.92417267940961
2021-04-03,15,102.22459687374555
2021-04-03,16,102.7579302070789
2021-04-03,17,104.22894054236535
2021-04-03,18,109.45259573442263
2021-04-03,19,102.2565225873214
2021-04-03,20,81.04467502820714
2021-04-03,21,78.86821967733461
2021-04-03,22,59.05192050029181
2021-04-03,23,57.25334376094387
2021-04-04,0,71.64957703688034
2021-04-04,1,59.37290780026103
2021-04-04,2,52.86046510773622
2021-04-04,3,55.79783846541676
2021-04-04,6,63.865962768288846
2021-04-04,7,63.533360177093066
2021-04-04,8,75.15914395315872
2021-04-04,9,79.79294932924618
2021-04-04,10,90.0638383983841
2021-04-04,11,108.44287527429854
2021-04-04,12,119.26785604936406
2021-04-04,13,108.0684791165841
2021-04-04,14,103.00181244991741
2021-04-04,15,111.90223664425336
2021-04-04,16,102.6355949002755
2021-04-04,17,97.97327190222863
2021-04-04,18,100.26359376095259
2021-04-04,19,97.26752061385135
2021-04-04,20,74.45567305473709
2021-04-04,21,68.81255103719788
2021-04-04,22,68.63275647848191
2021-04-04,23,57.17456949946927
2021-04-05,0,60.21434244313695
2021-04-05,1,54.34228530403837
2021-04-05,2,50.65842166981423
2021-04-05,3,48.483006897284696
2021-04-05,5,46.24330122320644
2021-04-05,6,46.64330122320644
2021-04-05,7,51.31207046240811
2021-04-05,8,68.8686864721767
2021-04-05,9,69.3402160619889
2021-04-05,10,65.44647699361298
2021-04-05,11,70.24279132937937
2021-04-05,12,73.26961475467235
2021-04-05,13,74.3823253259614
2021-04-05,14,63.3823253259614
2021-04-05,15,66.60161904747834
2021-04-05,16,69.89888975874136
2021-04-05,17,78.1749782190278
2021-04-05,18,68.71340035851348
2021-04-05,19,70.30374739660232
2021-04-05,20,68.37857294246867
2021-04-05,21,49.76507993335691
2021-04-05,22,56.436548469524986
2021-04-05,23,52.35378123726587
2021-04-06,0,49.35024357635635
2021-04-06,1,41.50640807625517
2021-04-06,2,43.68921110869769
2021-04-06,5,48.207423995423234
2021-04-06,6,43.340757328756574
2021-04-06,7,48.6761932346249
2021-04-06,8,60.97202313449667
2021-04-06,9,68.84355653900613
2021-04-06,10,70.67726770406217
2021-04-06,11,71.00691537316193
2021-04-06,12,68.70040546512156
2021-04-06,13,71.47599648888458
2021-04-06,14,69.54266315555125
2021-04-06,15,64.02862354373484
2021-04-06,16,66.73894458865671
2021-04-06,17,75.41503304894317
2021-04-06,18,65.75345518842886
2021-04-06,19,65.01046889318435
2021-04-06,20,69.92560103898559
2021-04-06,21,55.71210930143959
2021-04-06,22,54.983576566041904
2021-04-06,23,54.95789170072616
2021-04-07,2,47.034436633600045
